Reason_1,Reason_2,Reason_3,Reason_4,Month Value,Day of the Week,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
0,0,0,1,12,21,260,50,36,236.62900000000002,23,0,4,0,8
0,0,0,1,12,19,157,27,29,236.62900000000002,22,0,0,0,2
0,0,0,1,12,19,179,51,38,236.62900000000002,31,0,0,0,3
0,0,1,0,12,19,289,36,33,236.62900000000002,30,0,2,1,8
0,0,0,1,1,4,225,26,28,330.061,24,0,1,2,5
0,0,1,0,1,9,118,10,37,330.061,28,0,0,0,32
0,0,0,1,1,9,155,12,34,330.061,25,0,2,0,2
1,0,0,0,1,3,235,11,37,330.061,29,1,1,1,1
0,0,0,1,1,3,155,12,34,330.061,25,0,2,0,4
0,0,0,1,1,9,289,36,33,330.061,30,0,2,1,8
1,0,0,0,1,11,291,31,40,330.061,25,0,1,1,8
0,0,0,1,1,16,235,20,43,330.061,38,0,1,0,8
0,0,0,1,1,16,118,13,50,330.061,31,0,1,0,4
0,0,0,1,1,25,179,51,38,330.061,31,0,0,0,1
0,0,0,1,1,27,179,51,38,330.061,31,0,0,0,1
0,0,0,1,2,7,118,10,37,251.81799999999998,28,0,0,0,2
0,0,0,1,2,1,179,51,38,251.81799999999998,31,0,0,0,3
1,0,0,0,2,1,225,26,28,251.81799999999998,24,0,1,2,1
0,0,0,1,2,3,289,36,33,251.81799999999998,30,0,2,1,3
0,0,0,1,2,10,260,50,36,251.81799999999998,23,0,4,0,3
0,0,0,1,2,17,179,51,38,251.81799999999998,31,0,0,0,3
0,0,0,1,2,13,179,51,38,251.81799999999998,31,0,0,0,2
0,0,0,1,2,15,179,51,38,251.81799999999998,31,0,0,0,3
1,0,0,0,2,16,179,51,38,251.81799999999998,31,0,0,0,8
0,0,0,1,2,16,246,25,41,251.81799999999998,23,0,0,0,8
0,0,0,1,2,17,179,51,38,251.81799999999998,31,0,0,0,3
0,0,0,1,2,13,189,29,33,251.81799999999998,25,0,2,2,8
0,0,0,1,2,13,179,51,38,251.81799999999998,31,0,0,0,3
0,0,0,1,2,21,246,25,41,251.81799999999998,23,0,0,0,2
0,0,0,1,2,21,291,31,40,251.81799999999998,25,0,1,1,2
1,0,0,0,2,22,157,27,29,251.81799999999998,22,0,0,0,16
0,0,0,1,2,22,179,51,38,251.81799999999998,31,0,0,0,3
0,0,0,1,2,24,179,51,38,251.81799999999998,31,0,0,0,3
1,0,0,0,2,24,246,25,41,251.81799999999998,23,0,0,0,24
0,0,0,1,2,22,179,51,38,251.81799999999998,31,0,0,0,3
0,0,0,1,2,24,179,51,38,251.81799999999998,31,0,0,0,3
0,0,1,0,3,7,118,10,37,244.387,28,0,0,0,8
0,0,1,0,3,8,246,25,41,244.387,23,0,0,0,16
0,0,0,1,3,10,246,25,41,244.387,23,0,0,0,2
0,0,0,1,3,10,260,50,36,244.387,23,0,4,0,4
0,0,0,1,3,13,179,51,38,244.387,31,0,0,0,2
0,0,0,1,3,13,235,11,37,244.387,29,1,1,1,8
0,0,0,1,3,14,179,22,40,244.387,22,1,2,0,8
0,0,0,1,3,14,378,49,36,244.387,21,0,2,4,8
0,0,0,1,3,20,179,51,38,244.387,31,0,0,0,16
0,0,0,1,3,22,361,52,28,244.387,27,0,1,4,8
0,0,0,0,3,22,369,17,31,244.387,25,0,3,0,0
0,0,1,0,3,23,235,11,37,244.387,29,1,1,1,8
0,0,0,1,3,24,118,13,50,244.387,31,0,1,0,2
1,0,0,0,3,28,118,13,50,244.387,31,0,1,0,3
1,0,0,0,3,29,118,13,50,244.387,31,0,1,0,8
0,0,0,0,3,30,235,11,37,244.387,29,1,1,1,0
0,0,0,0,3,30,246,25,41,244.387,23,0,0,0,0
0,0,0,0,3,30,118,13,50,244.387,31,0,1,0,0
0,0,0,1,3,31,179,51,38,244.387,31,0,0,0,8
0,0,0,1,3,31,289,36,33,244.387,30,0,2,1,8
0,0,1,0,3,27,260,50,36,244.387,23,0,4,0,8
0,0,0,1,3,28,246,25,41,244.387,23,0,0,0,2
0,0,0,1,4,5,179,51,38,239.40900000000002,31,0,0,0,4
0,0,0,1,4,7,260,50,36,239.40900000000002,23,0,4,0,3
0,0,0,1,4,7,330,16,28,239.40900000000002,25,1,0,0,4
0,0,0,1,4,10,369,17,31,239.40900000000002,25,0,3,0,4
0,0,0,1,4,10,248,25,47,239.40900000000002,32,0,2,1,4
0,0,0,1,4,12,330,16,28,239.40900000000002,25,1,0,0,8
0,0,0,1,4,12,179,51,38,239.40900000000002,31,0,0,0,8
0,0,0,1,4,17,118,13,50,239.40900000000002,31,0,1,0,1
1,0,0,0,4,19,118,13,50,239.40900000000002,31,0,1,0,120
0,0,0,1,4,28,300,26,43,239.40900000000002,25,0,2,1,8
0,0,0,1,4,28,260,50,36,239.40900000000002,23,0,4,0,4
0,0,0,1,4,24,179,51,38,239.40900000000002,31,0,0,0,4
1,0,0,0,4,26,118,10,37,239.40900000000002,28,0,0,0,2
1,0,0,0,5,1,235,20,43,246.074,38,0,1,0,16
0,0,0,1,5,3,248,25,47,246.074,32,0,2,1,2
1,0,0,0,5,8,369,17,31,246.074,25,0,3,0,8
0,0,0,1,5,10,179,26,30,246.074,19,1,0,0,3
0,0,0,1,5,10,179,51,38,246.074,31,0,0,0,4
0,0,0,1,5,11,361,52,28,246.074,27,0,1,4,1
0,0,0,1,5,12,260,50,36,246.074,23,0,4,0,3
1,0,0,0,5,15,179,22,40,246.074,22,1,2,0,2
1,0,0,0,5,15,179,22,40,246.074,22,1,2,0,3
0,0,1,0,5,17,228,14,58,246.074,22,0,2,1,8
0,0,0,1,5,17,225,26,28,246.074,24,0,1,2,3
1,0,0,0,5,19,330,16,28,246.074,25,1,0,0,8
0,0,0,1,5,22,179,26,30,246.074,19,1,0,0,2
0,0,0,1,5,22,118,10,37,246.074,28,0,0,0,1
1,0,0,0,5,29,235,11,37,246.074,29,1,1,1,8
0,0,0,1,5,31,179,26,30,246.074,19,1,0,0,3
0,0,0,1,6,5,118,10,37,253.957,28,0,0,0,3
0,0,0,1,6,5,179,51,38,253.957,31,0,0,0,3
0,0,0,1,6,6,118,10,37,253.957,28,0,0,0,2
0,0,0,1,6,8,225,26,28,253.957,24,0,1,2,4
0,0,0,1,6,9,260,50,36,253.957,23,0,4,0,4
0,0,0,0,6,9,179,51,38,253.957,31,0,0,0,0
1,0,0,0,6,12,291,31,40,253.957,25,0,1,1,40
0,0,0,1,6,12,179,51,38,253.957,31,0,0,0,24
0,0,0,1,6,13,246,25,41,253.957,23,0,0,0,3
0,0,0,1,6,19,179,51,38,253.957,31,0,0,0,4
0,0,0,1,6,20,235,20,43,253.957,38,0,1,0,8
0,0,0,1,6,26,179,51,38,253.957,31,0,0,0,2
0,0,0,1,6,28,225,26,28,253.957,24,0,1,2,2
0,0,0,1,6,28,118,13,50,253.957,31,0,1,0,2
1,0,0,0,6,28,179,51,38,253.957,31,0,0,0,8
0,0,1,0,6,28,179,26,30,253.957,19,1,0,0,2
0,0,0,1,6,30,246,25,41,253.957,23,0,0,0,2
1,0,0,0,6,27,330,16,28,253.957,25,1,0,0,1
1,0,0,0,6,27,235,11,37,253.957,29,1,1,1,8
0,0,0,1,7,6,179,26,30,230.29,19,1,0,0,2
0,0,0,1,7,6,225,26,28,230.29,24,0,1,2,4
1,0,0,0,7,7,260,50,36,230.29,23,0,4,0,8
1,0,0,0,7,10,268,11,33,230.29,25,1,0,0,8
0,0,0,1,7,14,330,16,28,230.29,25,1,0,0,8
0,0,0,1,7,14,118,10,37,230.29,28,0,0,0,8
0,0,0,1,7,17,260,50,36,230.29,23,0,4,0,4
0,0,0,1,7,18,118,10,37,230.29,28,0,0,0,8
0,1,0,0,7,24,300,26,43,230.29,25,0,2,1,8
0,0,0,1,7,24,235,29,48,230.29,33,0,1,5,1
0,0,0,1,7,25,246,25,41,230.29,23,0,0,0,2
1,0,0,0,7,25,225,26,28,230.29,24,0,1,2,112
0,0,0,1,7,25,179,51,38,230.29,31,0,0,0,1
0,0,0,1,7,28,118,13,50,230.29,31,0,1,0,1
0,0,0,1,7,28,361,52,28,230.29,27,0,1,4,8
0,0,0,1,7,24,289,36,33,230.29,30,0,2,1,8
0,0,0,1,7,24,235,20,43,230.29,38,0,1,0,8
0,0,0,1,7,25,246,25,41,230.29,23,0,0,0,2
0,0,0,1,7,27,291,31,40,230.29,25,0,1,1,1
0,0,0,1,7,27,279,5,39,230.29,24,0,2,0,2
0,0,0,1,8,3,179,51,38,249.797,31,0,0,0,4
0,0,0,1,8,7,179,22,40,249.797,22,1,2,0,1
0,0,0,1,8,8,246,25,41,249.797,23,0,0,0,4
0,0,0,1,8,8,118,10,37,249.797,28,0,0,0,4
0,0,0,1,8,8,289,36,33,249.797,30,0,2,1,8
0,0,0,1,8,8,235,20,43,249.797,38,0,1,0,8
0,0,0,1,8,10,291,31,40,249.797,25,0,1,1,4
0,0,0,1,8,14,179,51,38,249.797,31,0,0,0,4
0,0,0,1,8,15,179,22,40,249.797,22,1,2,0,8
0,0,0,1,8,17,330,16,28,249.797,25,1,0,0,16
0,0,0,1,8,22,235,11,37,249.797,29,1,1,1,4
0,0,0,1,8,22,246,25,41,249.797,23,0,0,0,1
0,0,0,1,8,22,118,10,37,249.797,28,0,0,0,5
0,0,0,1,8,24,291,31,40,249.797,25,0,1,1,2
0,0,0,1,8,28,260,50,36,249.797,23,0,4,0,3
0,0,0,1,9,5,246,25,41,261.756,23,0,0,0,1
0,0,0,1,9,5,246,25,41,261.756,23,0,0,0,1
0,0,0,1,9,5,118,10,37,261.756,28,0,0,0,3
0,0,0,1,9,5,155,12,34,261.756,25,0,2,0,2
0,0,0,1,9,7,291,31,40,261.756,25,0,1,1,2
0,0,0,1,9,8,179,26,30,261.756,19,1,0,0,8
0,0,0,1,9,8,248,25,47,261.756,32,0,2,1,1
0,0,0,1,9,11,179,51,38,261.756,31,0,0,0,4
0,0,0,1,9,13,225,26,28,261.756,24,0,1,2,1
0,0,0,1,9,18,179,26,30,261.756,19,1,0,0,2
0,0,0,1,9,19,369,17,31,261.756,25,0,3,0,8
0,0,0,1,9,26,361,52,28,261.756,27,0,1,4,8
1,0,0,0,10,5,289,48,49,284.853,36,0,0,2,1
1,0,0,0,10,5,235,16,32,284.853,25,1,0,0,3
0,0,0,1,10,6,246,25,41,284.853,23,0,0,0,8
1,0,0,0,10,11,289,48,49,284.853,36,0,0,2,3
0,0,0,1,10,11,291,31,40,284.853,25,0,1,1,2
0,0,0,1,10,17,118,10,37,284.853,28,0,0,0,2
0,0,0,1,10,19,289,48,49,284.853,36,0,0,2,2
0,0,0,1,10,20,291,31,40,284.853,25,0,1,1,1
0,0,0,1,10,24,225,26,28,284.853,24,0,1,2,2
0,0,0,1,10,24,369,17,31,284.853,25,0,3,0,8
0,0,0,1,10,24,369,17,31,284.853,25,0,3,0,3
0,0,0,1,10,24,225,26,28,284.853,24,0,1,2,4
0,0,0,1,10,24,369,17,31,284.853,25,0,3,0,8
0,0,0,1,10,25,179,51,38,284.853,31,0,0,0,3
1,0,0,0,10,25,228,14,58,284.853,22,0,2,1,1
0,0,0,1,10,25,291,31,40,284.853,25,0,1,1,1
1,0,0,0,10,26,369,17,31,284.853,25,0,3,0,8
1,0,0,0,10,26,225,26,28,284.853,24,0,1,2,1
1,0,0,0,10,27,369,17,31,284.853,25,0,3,0,8
1,0,0,0,10,27,225,26,28,284.853,24,0,1,2,3
0,0,0,1,10,29,189,29,33,284.853,25,0,2,2,8
1,0,0,0,10,29,235,16,32,284.853,25,1,0,0,8
1,0,0,0,10,29,248,25,47,284.853,32,0,2,1,8
0,0,0,0,10,29,225,26,28,284.853,24,0,1,2,0
1,0,0,0,10,31,225,26,28,284.853,24,0,1,2,3
0,0,1,0,11,7,179,51,38,268.519,31,0,0,0,1
0,0,0,1,11,8,118,10,37,268.519,28,0,0,0,3
1,0,0,0,11,8,330,16,28,268.519,25,1,0,0,24
0,0,0,1,11,10,179,51,38,268.519,31,0,0,0,1
1,0,0,0,11,14,118,10,37,268.519,28,0,0,0,8
0,0,0,1,11,15,289,36,33,268.519,30,0,2,1,8
1,0,0,0,11,17,235,16,32,268.519,25,1,0,0,8
0,0,0,1,11,17,225,26,28,268.519,24,0,1,2,4
0,0,0,1,11,21,361,52,28,268.519,27,0,1,4,8
0,0,0,1,11,22,291,31,40,268.519,25,0,1,1,2
1,0,0,0,11,23,118,10,37,268.519,28,0,0,0,2
1,0,0,0,11,23,225,26,28,268.519,24,0,1,2,3
0,0,0,1,11,27,179,51,38,268.519,31,0,0,0,1
0,0,0,1,11,27,118,10,37,268.519,28,0,0,0,8
1,0,0,0,11,28,118,10,37,268.519,28,0,0,0,8
0,0,0,1,11,28,225,26,28,268.519,24,0,1,2,2
0,0,0,0,11,28,291,31,40,268.519,25,0,1,1,0
0,0,0,0,11,29,289,36,33,268.519,30,0,2,1,0
1,0,0,0,11,30,248,25,47,268.519,32,0,2,1,4
0,0,0,0,11,30,235,20,43,268.519,38,0,1,0,0
0,0,0,1,11,24,225,26,28,268.519,24,0,1,2,2
0,0,0,1,11,24,369,17,31,268.519,25,0,3,0,8
0,0,0,1,11,27,361,52,28,268.519,27,0,1,4,2
1,0,0,0,12,5,179,51,38,280.54900000000004,31,0,0,0,32
0,0,0,1,12,6,291,31,40,280.54900000000004,25,0,1,1,1
0,0,0,1,12,6,225,26,28,280.54900000000004,24,0,1,2,3
1,0,0,0,12,8,179,26,30,280.54900000000004,19,1,0,0,1
0,0,0,1,12,8,225,26,28,280.54900000000004,24,0,1,2,3
0,0,0,1,12,13,225,26,28,280.54900000000004,24,0,1,2,3
1,0,0,0,12,14,361,52,28,280.54900000000004,27,0,1,4,4
0,0,1,0,12,15,179,22,40,280.54900000000004,22,1,2,0,2
0,0,0,1,12,15,235,20,43,280.54900000000004,38,0,1,0,8
0,0,1,0,12,18,233,51,31,280.54900000000004,21,1,1,8,8
1,0,0,0,12,19,179,26,30,280.54900000000004,19,1,0,0,16
0,0,0,1,12,19,225,26,28,280.54900000000004,24,0,1,2,2
0,0,0,1,12,21,225,26,28,280.54900000000004,24,0,1,2,3
0,0,0,1,12,18,225,26,28,280.54900000000004,24,0,1,2,2
0,0,1,0,12,19,155,12,34,280.54900000000004,25,0,2,0,80
1,0,0,0,1,1,179,26,30,313.532,19,1,0,0,24
1,0,0,0,1,4,179,26,30,313.532,19,1,0,0,16
0,0,0,1,1,4,179,22,40,313.532,22,1,2,0,2
0,0,0,1,1,5,179,22,40,313.532,22,1,2,0,2
1,0,0,0,1,8,179,26,30,313.532,19,1,0,0,3
0,0,0,1,1,10,179,22,40,313.532,22,1,2,0,2
1,0,0,0,1,11,289,48,49,313.532,36,0,0,2,8
0,0,1,0,1,12,179,22,40,313.532,22,1,2,0,3
0,0,0,1,1,15,179,26,30,313.532,19,1,0,0,2
0,0,1,0,1,16,155,12,34,313.532,25,0,2,0,8
0,0,0,1,1,17,179,26,30,313.532,19,1,0,0,2
0,0,0,1,1,17,179,51,38,313.532,31,0,0,0,3
1,0,0,0,1,17,289,36,33,313.532,30,0,2,1,8
0,0,0,1,1,18,179,51,38,313.532,31,0,0,0,3
0,0,0,1,1,26,179,51,38,313.532,31,0,0,0,2
1,0,0,0,2,6,179,51,38,264.249,31,0,0,0,8
0,0,0,1,2,6,225,26,28,264.249,24,0,1,2,3
1,0,0,0,2,7,248,25,47,264.249,32,0,2,1,8
0,0,0,1,2,7,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,8,225,26,28,264.249,24,0,1,2,3
0,0,0,1,2,8,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,8,179,26,30,264.249,19,1,0,0,2
0,0,0,1,2,9,225,15,41,264.249,28,1,2,2,2
0,0,0,1,2,9,179,51,38,264.249,31,0,0,0,2
0,0,1,0,2,12,233,51,31,264.249,21,1,1,8,2
0,0,0,1,2,12,179,51,38,264.249,31,0,0,0,2
1,0,0,0,2,13,225,26,28,264.249,24,0,1,2,8
0,0,0,1,2,14,179,51,38,264.249,31,0,0,0,3
0,0,0,1,2,15,179,51,38,264.249,31,0,0,0,3
0,0,0,1,2,15,225,26,28,264.249,24,0,1,2,3
1,0,0,0,2,15,179,26,30,264.249,19,1,0,0,2
0,0,0,1,2,16,179,22,40,264.249,22,1,2,0,2
0,0,0,1,2,16,179,51,38,264.249,31,0,0,0,3
1,0,0,0,2,21,233,51,31,264.249,21,1,1,8,3
0,0,0,1,2,21,179,26,30,264.249,19,1,0,0,2
0,0,0,1,2,21,179,51,38,264.249,31,0,0,0,2
1,0,0,0,2,22,179,51,38,264.249,31,0,0,0,8
0,0,0,1,2,23,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,26,155,12,34,264.249,25,0,2,0,5
0,0,0,1,2,26,235,16,32,264.249,25,1,0,0,3
0,0,0,1,2,26,179,51,38,264.249,31,0,0,0,2
1,0,0,0,2,26,225,26,28,264.249,24,0,1,2,2
0,0,0,1,2,27,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,27,248,25,47,264.249,32,0,2,1,2
0,0,0,1,2,27,225,26,28,264.249,24,0,1,2,2
0,0,0,1,2,28,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,22,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,23,235,16,32,264.249,25,1,0,0,2
0,0,0,1,3,5,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,5,248,25,47,222.196,32,0,2,1,2
0,0,0,1,3,6,228,14,58,222.196,22,0,2,1,3
0,0,0,1,3,6,248,25,47,222.196,32,0,2,1,3
1,0,0,0,3,6,228,14,58,222.196,22,0,2,1,112
0,0,0,1,3,7,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,8,225,26,28,222.196,24,0,1,2,2
0,0,0,1,3,8,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,8,225,26,28,222.196,24,0,1,2,2
0,0,0,1,3,9,179,26,30,222.196,19,1,0,0,3
0,0,0,1,3,12,235,16,32,222.196,25,1,0,0,3
0,0,1,0,3,12,361,52,28,222.196,27,0,1,4,8
1,0,0,0,3,13,179,51,38,222.196,31,0,0,0,8
0,0,0,1,3,14,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,15,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,16,179,26,30,222.196,19,1,0,0,2
1,0,0,0,3,19,179,51,38,222.196,31,0,0,0,4
1,0,0,0,3,19,248,25,47,222.196,32,0,2,1,2
0,0,0,1,3,19,179,51,38,222.196,31,0,0,0,3
1,0,0,0,3,19,225,26,28,222.196,24,0,1,2,8
0,0,0,1,3,20,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,21,289,36,33,222.196,30,0,2,1,8
0,0,0,1,3,21,228,14,58,222.196,22,0,2,1,2
0,0,0,1,3,21,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,22,248,25,47,222.196,32,0,2,1,3
0,0,0,1,3,22,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,23,179,26,30,222.196,19,1,0,0,2
0,0,0,1,3,23,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,27,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,28,118,15,46,222.196,25,0,2,0,8
1,0,0,0,3,28,155,12,34,222.196,25,0,2,0,24
0,0,0,1,3,28,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,29,179,51,38,222.196,31,0,0,0,3
1,0,0,0,3,26,179,26,30,222.196,19,1,0,0,2
0,0,1,0,3,26,289,36,33,222.196,30,0,2,1,104
0,0,0,1,3,28,369,17,31,222.196,25,0,3,0,8
1,0,0,0,4,2,225,26,28,246.28799999999998,24,0,1,2,8
1,0,0,0,4,2,118,10,37,246.28799999999998,28,0,0,0,8
0,0,1,0,4,3,361,52,28,246.28799999999998,27,0,1,4,8
0,0,1,0,4,4,248,25,47,246.28799999999998,32,0,2,1,8
1,0,0,0,4,5,189,29,33,246.28799999999998,25,0,2,2,8
0,0,0,1,4,6,179,26,30,246.28799999999998,19,1,0,0,2
1,0,0,0,4,9,369,17,31,246.28799999999998,25,0,3,0,24
0,1,0,0,4,10,179,22,40,246.28799999999998,22,1,2,0,2
0,0,0,1,4,10,118,13,50,246.28799999999998,31,0,1,0,3
0,0,0,1,4,10,361,52,28,246.28799999999998,27,0,1,4,2
1,0,0,0,4,11,118,10,37,246.28799999999998,28,0,0,0,2
0,0,0,1,4,13,235,11,37,246.28799999999998,29,1,1,1,8
0,0,0,1,4,13,179,26,30,246.28799999999998,19,1,0,0,2
0,0,1,0,4,16,225,26,28,246.28799999999998,24,0,1,2,8
0,1,0,0,4,17,235,16,32,246.28799999999998,25,1,0,0,3
0,0,0,1,4,20,179,26,30,246.28799999999998,19,1,0,0,2
0,0,0,1,4,24,155,12,34,246.28799999999998,25,0,2,0,4
0,0,1,0,4,26,225,26,28,246.28799999999998,24,0,1,2,8
1,0,0,0,4,26,118,13,50,246.28799999999998,31,0,1,0,2
0,0,0,1,4,27,179,26,30,246.28799999999998,19,1,0,0,2
0,0,0,1,5,7,235,11,37,237.65599999999998,29,1,1,1,8
0,0,1,0,5,9,225,15,41,237.65599999999998,28,1,2,2,3
0,0,0,1,5,9,235,16,32,237.65599999999998,25,1,0,0,2
1,0,0,0,5,9,118,10,37,237.65599999999998,28,0,0,0,3
0,0,0,1,5,9,235,20,43,237.65599999999998,38,0,1,0,8
1,0,0,0,5,10,179,26,30,237.65599999999998,19,1,0,0,1
0,0,0,1,5,10,291,31,40,237.65599999999998,25,0,1,1,2
1,0,0,0,5,10,225,15,41,237.65599999999998,28,1,2,2,8
0,0,1,0,5,11,300,26,43,237.65599999999998,25,0,2,1,64
0,0,0,1,5,11,225,15,41,237.65599999999998,28,1,2,2,8
0,0,0,1,5,11,179,26,30,237.65599999999998,19,1,0,0,2
0,0,0,1,5,14,118,13,50,237.65599999999998,31,0,1,0,2
1,0,0,0,5,15,118,13,50,237.65599999999998,31,0,1,0,3
0,0,0,1,5,15,118,10,37,237.65599999999998,28,0,0,0,1
0,0,0,0,5,15,118,13,50,237.65599999999998,31,0,1,0,0
0,0,0,1,5,16,179,26,30,237.65599999999998,19,1,0,0,2
0,0,0,0,5,16,378,49,36,237.65599999999998,21,0,2,4,0
0,1,0,0,5,18,179,22,40,237.65599999999998,22,1,2,0,1
1,0,0,0,5,21,155,12,34,237.65599999999998,25,0,2,0,48
1,0,0,0,5,21,235,16,32,237.65599999999998,25,1,0,0,8
0,0,0,1,5,23,291,31,40,237.65599999999998,25,0,1,1,8
1,0,0,0,5,23,179,22,40,237.65599999999998,22,1,2,0,8
1,0,0,0,5,23,225,26,28,237.65599999999998,24,0,1,2,3
1,0,0,0,5,24,330,16,28,237.65599999999998,25,1,0,0,8
0,0,0,1,5,24,235,16,32,237.65599999999998,25,1,0,0,2
0,0,0,1,5,31,291,31,40,237.65599999999998,25,0,1,1,2
